TEMP (°C),HUM (%),PNM (hPa),DD (g),FF (km/h),ALTURA,LAT,LON,HORA_sen,HORA_cos,PROV_BUENOS AIRES,PROV_CAPITAL FEDERAL,PROV_CATAMARCA,PROV_CHACO,PROV_CHUBUT,PROV_CORDOBA,PROV_CORRIENTES,PROV_ENTRE RIOS,PROV_FORMOSA,PROV_JUJUY,PROV_LA PAMPA,PROV_LA RIOJA,PROV_MENDOZA,PROV_MISIONES,PROV_NEUQUEN,PROV_RIO NEGRO,PROV_SALTA,PROV_SAN JUAN,PROV_SAN LUIS,PROV_SANTA CRUZ,PROV_SANTA FE,PROV_SANTIAGO DEL ES,PROV_TIERRA DEL FUEG,PROV_TUCUMAN
17.4,95,1011.3,140,4,357.0,-23.15,-64.31666666666666,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16.5,97,1011.6,140,4,357.0,-23.15,-64.31666666666666,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17.0,96,1011.4,270,9,357.0,-23.15,-64.31666666666666,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19.3,88,1011.6,270,9,357.0,-23.15,-64.31666666666666,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
22.6,71,1011.3,360,4,357.0,-23.15,-64.31666666666666,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
24.3,64,1010.3,360,4,357.0,-23.15,-64.31666666666666,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
25.5,58,1009.0,360,9,357.0,-23.15,-64.31666666666666,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26.8,54,1007.7,50,9,357.0,-23.15,-64.31666666666666,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
27.8,48,1006.4,50,9,357.0,-23.15,-64.31666666666666,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
27.3,51,1006.0,90,9,357.0,-23.15,-64.31666666666666,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
27.0,51,1006.0,90,9,357.0,-23.15,-64.31666666666666,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26.8,54,1006.1,50,4,357.0,-23.15,-64.31666666666666,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
25.0,61,1006.5,50,4,357.0,-23.15,-64.31666666666666,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21.9,71,1007.2,50,9,357.0,-23.15,-64.31666666666666,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
21.0,77,1007.8,320,9,357.0,-23.15,-64.31666666666666,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
20.3,82,1008.3,320,4,357.0,-23.15,-64.31666666666666,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19.8,85,1008.2,0,0,357.0,-23.15,-64.31666666666666,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16.8,84,1017.0,50,13,78.0,-31.783333333333335,-60.483333333333334,0.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.9,84,1016.7,50,13,78.0,-31.783333333333335,-60.483333333333334,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,82,1016.2,50,13,78.0,-31.783333333333335,-60.483333333333334,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,85,1015.7,360,11,78.0,-31.783333333333335,-60.483333333333334,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.4,85,1015.4,360,13,78.0,-31.783333333333335,-60.483333333333334,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.6,84,1015.0,360,13,78.0,-31.783333333333335,-60.483333333333334,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,84,1014.9,360,15,78.0,-31.783333333333335,-60.483333333333334,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.8,88,1015.2,360,17,78.0,-31.783333333333335,-60.483333333333334,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,85,1015.5,360,20,78.0,-31.783333333333335,-60.483333333333334,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.6,78,1015.5,360,19,78.0,-31.783333333333335,-60.483333333333334,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.3,74,1015.6,360,26,78.0,-31.783333333333335,-60.483333333333334,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.1,70,1015.4,360,24,78.0,-31.783333333333335,-60.483333333333334,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.7,68,1015.0,360,22,78.0,-31.783333333333335,-60.483333333333334,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.3,63,1013.9,20,22,78.0,-31.783333333333335,-60.483333333333334,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.2,59,1013.1,20,20,78.0,-31.783333333333335,-60.483333333333334,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,55,1011.7,20,24,78.0,-31.783333333333335,-60.483333333333334,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.3,56,1011.2,360,17,78.0,-31.783333333333335,-60.483333333333334,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.1,55,1010.4,360,20,78.0,-31.783333333333335,-60.483333333333334,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.5,57,1010.2,20,17,78.0,-31.783333333333335,-60.483333333333334,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.6,63,1010.0,20,13,78.0,-31.783333333333335,-60.483333333333334,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.8,64,1010.4,20,11,78.0,-31.783333333333335,-60.483333333333334,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.6,65,1011.0,50,11,78.0,-31.783333333333335,-60.483333333333334,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.2,62,1010.8,20,19,78.0,-31.783333333333335,-60.483333333333334,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.8,63,1010.8,20,15,78.0,-31.783333333333335,-60.483333333333334,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.6,84,1013.5,230,15,478.0,-43.85,-69.03333333333333,0.7071067811865476,-0.7071067811865475,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.6,44,,230,28,478.0,-43.85,-69.03333333333333,-0.7071067811865471,-0.7071067811865479,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.4,64,1022.6,0,0,478.0,-43.85,-69.03333333333333,-0.7071067811865477,0.7071067811865474,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.0,93,1020.4,70,6,,,,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.7,93,1020.2,90,9,,,,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,97,1020.1,70,15,,,,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,97,1019.5,70,9,,,,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,100,1019.2,90,7,,,,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,100,1019.0,90,6,,,,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,100,1018.9,90,9,,,,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,100,1018.7,90,11,,,,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.5,100,1019.2,70,13,,,,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.8,97,1019.3,70,11,,,,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.6,99,1019.5,70,11,,,,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,84,1019.3,70,11,,,,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
