TEMP (°C),HUM (%),PNM (hPa),DD (g),FF (km/h),ALTURA,LAT,LON,HORA_sen,HORA_cos,PROV_BUENOS AIRES,PROV_CAPITAL FEDERAL,PROV_CATAMARCA,PROV_CHACO,PROV_CHUBUT,PROV_CORDOBA,PROV_CORRIENTES,PROV_ENTRE RIOS,PROV_FORMOSA,PROV_JUJUY,PROV_LA PAMPA,PROV_LA RIOJA,PROV_MENDOZA,PROV_MISIONES,PROV_NEUQUEN,PROV_RIO NEGRO,PROV_SALTA,PROV_SAN JUAN,PROV_SAN LUIS,PROV_SANTA CRUZ,PROV_SANTA FE,PROV_SANTIAGO DEL ES,PROV_TIERRA DEL FUEG,PROV_TUCUMAN
14.2,89,1018.0,30,15,,,,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.2,80,1018.1,20,15,,,,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.6,66,1017.7,10,22,,,,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.5,54,1017.1,50,20,,,,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.6,53,1015.8,20,22,,,,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26.4,47,1014.9,340,19,,,,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.4,43,1013.8,360,17,,,,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.8,39,1013.0,360,15,,,,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27.2,42,1012.8,360,17,,,,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.8,57,1012.6,20,11,,,,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.0,66,1012.7,20,9,,,,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.6,73,1013.2,20,11,,,,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.6,80,1013.4,20,13,,,,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,107.0,-29.216666666666665,-58.083333333333336,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,83,1020.3,90,4,24.0,-34.68333333333333,-58.733333333333334,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,81,1018.8,50,4,24.0,-34.68333333333333,-58.733333333333334,0.7071067811865476,0.7071067811865476,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,86,1017.6,50,4,24.0,-34.68333333333333,-58.733333333333334,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.5,88,1017.2,50,4,24.0,-34.68333333333333,-58.733333333333334,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.5,88,1017.2,50,4,24.0,-34.68333333333333,-58.733333333333334,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,89,1017.4,50,9,24.0,-34.68333333333333,-58.733333333333334,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.8,81,1017.5,360,11,24.0,-34.68333333333333,-58.733333333333334,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.2,84,1017.3,360,9,24.0,-34.68333333333333,-58.733333333333334,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.6,69,1018.1,320,4,24.0,-34.68333333333333,-58.733333333333334,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,68,1017.1,360,9,24.0,-34.68333333333333,-58.733333333333334,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.8,63,1014.4,50,13,24.0,-34.68333333333333,-58.733333333333334,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.4,60,1013.6,360,13,24.0,-34.68333333333333,-58.733333333333334,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.5,60,1013.4,360,9,24.0,-34.68333333333333,-58.733333333333334,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.8,63,1012.8,360,9,24.0,-34.68333333333333,-58.733333333333334,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,73,1012.8,360,13,24.0,-34.68333333333333,-58.733333333333334,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.7,76,1012.7,0,0,24.0,-34.68333333333333,-58.733333333333334,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.4,75,1012.5,360,9,24.0,-34.68333333333333,-58.733333333333334,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.2,75,1012.2,360,15,24.0,-34.68333333333333,-58.733333333333334,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.6,92,,0,0,855.0,-25.516666666666666,-64.96666666666667,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26.2,50,,50,9,855.0,-25.516666666666666,-64.96666666666667,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17.4,86,,270,4,855.0,-25.516666666666666,-64.96666666666667,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15.0,91,1020.0,90,13,,,,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,93,1020.1,90,9,,,,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.4,93,1019.8,90,9,,,,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,93,1019.2,90,13,,,,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.4,96,1018.9,90,9,,,,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,97,1018.8,90,11,,,,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.6,97,1018.6,90,15,,,,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.4,97,1018.3,90,13,,,,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.2,97,1018.7,90,7,,,,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.2,99,1019.2,90,11,,,,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.2,97,1019.3,140,9,,,,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.6,84,1019.0,90,13,,,,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.2,66,1018.2,50,19,,,,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.4,62,1017.3,70,17,,,,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24.0,56,1016.0,90,17,,,,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.6,53,1014.9,50,15,,,,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.8,53,1014.0,50,17,,,,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25.2,56,1013.8,70,13,,,,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23.4,61,1013.5,70,15,,,,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.4,71,1013.4,90,11,,,,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,76,1013.4,90,11,,,,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,79,1013.3,90,11,,,,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.2,78,1013.7,50,13,,,,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.8,84,1013.8,50,9,,,,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,54.0,-30.25,-57.63333333333333,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,85,1019.2,50,7,24.0,-34.666666666666664,-58.63333333333333,0.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,87,1018.4,50,11,24.0,-34.666666666666664,-58.63333333333333,0.25881904510252074,0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,87,1018.2,50,7,24.0,-34.666666666666664,-58.63333333333333,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,87,1017.5,50,9,24.0,-34.666666666666664,-58.63333333333333,0.7071067811865476,0.7071067811865476,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.8,89,1017.3,50,7,24.0,-34.666666666666664,-58.63333333333333,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,87,1016.9,20,7,24.0,-34.666666666666664,-58.63333333333333,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,87,1016.8,20,6,24.0,-34.666666666666664,-58.63333333333333,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,89,1016.5,20,7,24.0,-34.666666666666664,-58.63333333333333,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.2,89,1016.7,360,7,24.0,-34.666666666666664,-58.63333333333333,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.5,89,1016.6,20,7,24.0,-34.666666666666664,-58.63333333333333,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.9,83,1016.5,20,11,24.0,-34.666666666666664,-58.63333333333333,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.7,77,1016.3,360,15,24.0,-34.666666666666664,-58.63333333333333,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.1,65,1016.0,340,17,24.0,-34.666666666666664,-58.63333333333333,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.1,66,1015.0,360,17,24.0,-34.666666666666664,-58.63333333333333,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.3,62,1013.9,360,15,24.0,-34.666666666666664,-58.63333333333333,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22.1,62,1012.6,20,13,24.0,-34.666666666666664,-58.63333333333333,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.3,66,1012.1,360,9,24.0,-34.666666666666664,-58.63333333333333,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.9,67,1011.8,20,9,24.0,-34.666666666666664,-58.63333333333333,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.2,67,1011.3,20,11,24.0,-34.666666666666664,-58.63333333333333,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.5,70,1011.9,360,6,24.0,-34.666666666666664,-58.63333333333333,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.9,74,1011.6,50,9,24.0,-34.666666666666664,-58.63333333333333,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.3,75,1011.3,360,13,24.0,-34.666666666666664,-58.63333333333333,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.9,77,1011.1,20,15,24.0,-34.666666666666664,-58.63333333333333,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.6,77,1010.8,20,13,24.0,-34.666666666666664,-58.63333333333333,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.6,61,1016.4,0,0,271.0,-38.95,-68.13333333333334,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.4,62,1016.5,0,0,271.0,-38.95,-68.13333333333334,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.2,60,1016.4,270,6,271.0,-38.95,-68.13333333333334,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.8,63,1015.3,340,6,271.0,-38.95,-68.13333333333334,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,60,1015.6,270,6,271.0,-38.95,-68.13333333333334,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.1,67,1016.0,270,9,271.0,-38.95,-68.13333333333334,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2.7,66,1015.7,270,7,271.0,-38.95,-68.13333333333334,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.6,71,1016.2,0,0,271.0,-38.95,-68.13333333333334,0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2.1,77,1016.6,0,0,271.0,-38.95,-68.13333333333334,0.8660254037844387,-0.4999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.6,75,1016.8,270,6,271.0,-38.95,-68.13333333333334,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.6,66,1017.3,270,7,271.0,-38.95,-68.13333333333334,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.2,63,1017.5,290,9,271.0,-38.95,-68.13333333333334,0.258819045102521,-0.9659258262890682,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.3,62,1017.7,270,6,271.0,-38.95,-68.13333333333334,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9.4,57,1017.9,290,13,271.0,-38.95,-68.13333333333334,-0.2588190451025208,-0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10.2,54,1018.5,290,20,271.0,-38.95,-68.13333333333334,-0.4999999999999997,-0.8660254037844388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
11.6,49,1018.5,290,11,271.0,-38.95,-68.13333333333334,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
11.5,50,1018.9,290,9,271.0,-38.95,-68.13333333333334,-0.8660254037844385,-0.5000000000000004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12.0,52,1019.8,250,7,271.0,-38.95,-68.13333333333334,-0.9659258262890683,-0.25881904510252063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
11.0,55,1020.7,270,6,271.0,-38.95,-68.13333333333334,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10.2,57,1021.6,270,7,271.0,-38.95,-68.13333333333334,-0.9659258262890684,0.2588190451025203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9.9,68,1022.5,270,9,271.0,-38.95,-68.13333333333334,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9.2,61,1023.9,270,7,271.0,-38.95,-68.13333333333334,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.9,63,1024.8,270,6,271.0,-38.95,-68.13333333333334,-0.5000000000000004,0.8660254037844384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8.4,58,1025.4,270,11,271.0,-38.95,-68.13333333333334,-0.25881904510252157,0.9659258262890681,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12.2,94,1015.3,50,9,76.0,-35.43333333333333,-60.86666666666667,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.2,96,1015.5,50,7,76.0,-35.43333333333333,-60.86666666666667,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.4,76,1014.6,50,15,76.0,-35.43333333333333,-60.86666666666667,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.0,69,1011.3,320,15,76.0,-35.43333333333333,-60.86666666666667,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.6,81,1010.7,140,6,76.0,-35.43333333333333,-60.86666666666667,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.6,96,1012.2,180,15,76.0,-35.43333333333333,-60.86666666666667,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.8,82,1020.0,360,4,303.0,-27.483333333333334,-55.11666666666667,0.7071067811865476,-0.7071067811865475,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
23.8,48,1013.1,50,4,303.0,-27.483333333333334,-55.11666666666667,-0.7071067811865471,-0.7071067811865479,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
19.8,83,1016.0,,,303.0,-27.483333333333334,-55.11666666666667,-0.7071067811865477,0.7071067811865474,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9.4,97,1017.5,50,15,166.0,-36.88333333333333,-60.21666666666667,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.3,97,1017.3,50,15,166.0,-36.88333333333333,-60.21666666666667,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.6,99,1017.2,90,11,166.0,-36.88333333333333,-60.21666666666667,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.8,99,1017.0,90,20,166.0,-36.88333333333333,-60.21666666666667,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,100,1016.5,50,15,166.0,-36.88333333333333,-60.21666666666667,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.2,100,1016.5,90,15,166.0,-36.88333333333333,-60.21666666666667,0.258819045102521,-0.9659258262890682,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.4,99,1016.5,50,19,166.0,-36.88333333333333,-60.21666666666667,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.2,99,1015.6,90,19,166.0,-36.88333333333333,-60.21666666666667,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.9,100,1014.3,90,11,166.0,-36.88333333333333,-60.21666666666667,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.2,100,1013.4,90,11,166.0,-36.88333333333333,-60.21666666666667,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.9,100,1013.3,90,19,166.0,-36.88333333333333,-60.21666666666667,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.9,100,1012.8,90,7,166.0,-36.88333333333333,-60.21666666666667,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.1,100,1013.1,0,0,166.0,-36.88333333333333,-60.21666666666667,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.1,100,1013.3,0,0,166.0,-36.88333333333333,-60.21666666666667,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.9,100,1013.7,90,19,166.0,-36.88333333333333,-60.21666666666667,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.9,100,1014.7,140,22,166.0,-36.88333333333333,-60.21666666666667,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21.5,73,1013.7,0,0,357.0,-23.15,-64.31666666666666,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
20.6,91,1013.2,0,0,357.0,-23.15,-64.31666666666666,0.25881904510252074,0.9659258262890683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19.8,83,1012.9,0,0,357.0,-23.15,-64.31666666666666,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
19.8,81,1011.6,0,0,357.0,-23.15,-64.31666666666666,0.7071067811865476,0.7071067811865476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18.8,91,1011.7,0,0,357.0,-23.15,-64.31666666666666,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18.5,93,1011.2,180,4,357.0,-23.15,-64.31666666666666,0.9659258262890683,0.25881904510252074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18.2,95,1010.8,0,0,357.0,-23.15,-64.31666666666666,1.0,6.123233995736766e-17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
